ID 名字 股市 板块分类 成立日期 下市时间 全名 地址 主要业务 
002563 森马服饰 深市 中小板 2011-03-11 NAN 浙江森马服饰股份有限公司 上海市闵行区莲花南路2689号 服饰设计与开发、外包生产、服饰营销和分销
002564 天沃科技 深市 中小板 2011-03-10 NAN 苏州天沃科技股份有限公司 江苏省张家港市金港镇长山村临江路1号 从事石油化工、煤化工、化工、有色金属等领域压力容器、非标设备的设计、制造。
002565 顺灏股份 深市 中小板 2011-03-18 NAN 上海顺灏新材料科技股份有限公司 上海市普陀区真陈路200号 真空镀铝纸、白卡纸、复膜纸、烟用丙纤丝束等产品的研发、生产和销售
002566 益盛药业 深市 中小板 2011-03-18 NAN 吉林省集安益盛药业股份有限公司 吉林省集安市文化东路17-20号 中成药研发、生产、销售。
002567 唐人神 深市 中小板 2011-03-25 NAN 唐人神集团股份有限公司 湖南省株洲市国家高新技术产业开发区栗雨工业园 饲料产品的研发、生产和销售。
002568 百润股份 深市 中小板 2011-03-25 NAN 上海百润投资控股集团股份有限公司 上海市康桥工业区康桥东路558号 香精香料产品研发、生产和销售
002569 步森股份 深市 中小板 2011-04-12 NAN 浙江步森服饰股份有限公司 浙江省诸暨市枫桥镇步森大道419号 “步森”品牌男装的设计、生产和销售。
002570 贝因美 深市 中小板 2011-04-12 NAN 贝因美婴童食品股份有限公司 浙江省杭州市滨江区南环路3758号 从事婴幼儿食品的研发、生产和销售等业务。
002571 *ST德力 深市 中小板 2011-04-12 NAN 安徽德力日用玻璃股份有限公司 安徽省滁州市凤阳县工业园 餐饮用器皿、厨房用器皿、酒店用器皿等各类日用玻璃器皿产品的研发、生产与销售。
002572 索菲亚 深市 中小板 2011-04-12 NAN 索菲亚家居股份有限公司 广东省广州市增城区新塘镇宁西工业园 定制衣柜及其配套定制家具的研发、生产和销售。
002573 清新环境 深市 中小板 2011-04-22 NAN 北京清新环境技术股份有限公司 北京市海淀区西八里庄路69号人民政协报大厦10层 燃煤电厂烟气脱硫装置的建造和运营。
002574 明牌珠宝 深市 中小板 2011-04-22 NAN 浙江明牌珠宝股份有限公司 浙江省绍兴市柯桥区柯桥街道镜水路1016号 珠宝首饰的设计、生产和销售
002575 群兴玩具 深市 中小板 2011-04-22 NAN 广东群兴玩具股份有限公司 北京市西城区西单大悦城写字楼12楼1203B会议室 电子电动玩具的研发设计、生产及销售业务。公司主要产品为电子电动玩具
002576 通达动力 深市 中小板 2011-04-28 NAN 江苏通达动力科技股份有限公司 江苏省南通市通州区四安镇兴石路58号 电机定转子冲片和铁心的研发、生产、销售和服务
002577 雷柏科技 深市 中小板 2011-04-28 NAN 深圳雷柏科技股份有限公司 广东省深圳市坪山新区坑梓街道锦绣东路22号 从事鼠标、键盘等电脑外设设备的研发、生产和销售业务。
002578 闽发铝业 深市 中小板 2011-04-28 NAN 福建省闽发铝业股份有限公司 福建省南安市南美综合开发区南洪路24号 从事各种铝型材产品的设计研发、生产和销售。
002579 中京电子 深市 中小板 2011-05-06 NAN 惠州中京电子科技股份有限公司 广东省惠州市仲恺高新区陈江街道中京路1号 公司主营业务为研发、生产、销售新型电子元器件(高密度印刷线路板等)。
002580 圣阳股份 深市 中小板 2011-05-06 NAN 山东圣阳电源股份有限公司 山东省曲阜市圣阳路1号 公司是国内最早自主研发和生产阀控密封式铅酸蓄电池的企业之一
002581 未名医药 深市 中小板 2011-05-20 NAN 山东未名生物医药股份有限公司 北京市海淀区上地西路39号北大生物城 原甲酸三甲酯、原甲酸三乙酯等高附加值农药、医药中间体的研发、生产和销售。
002582 好想你 深市 中小板 2011-05-20 NAN 好想你枣业股份有限公司 河南省郑州市新郑市薛店镇S102与中华路交叉口北好想你枣业股份有限公司行政中心7楼 枣类相关产品的生产、加工和销售。
002583 海能达 深市 中小板 2011-05-27 NAN 海能达通信股份有限公司 广东省深圳市南山区高新区北区北环路9108号海能达大厦 主要从事对讲机终端、集群系统等专业无线通信设备的研发、生产、销售
002584 西陇科学 深市 中小板 2011-06-02 NAN 西陇科学股份有限公司 广东省广州市黄埔区科学城新瑞路6号 主要从事化学试剂的研发、生产、销售
002585 双星新材 深市 中小板 2011-06-02 NAN 江苏双星彩塑新材料股份有限公司 江苏省宿迁市彩塑工业园区井头街1号 新型塑料包装薄膜的研发、生产和销售。
002586 围海股份 深市 中小板 2011-06-02 NAN 浙江省围海建设集团股份有限公司 浙江省宁波市高新区广贤路1009号 海堤工程、城市防洪工程、河道工程、水库工程、城市防洪工程及其他水利工程
002587 奥拓电子 深市 中小板 2011-06-10 NAN 深圳市奥拓电子股份有限公司 广东省深圳市南山区深南大道高新技术工业村T2厂房T2A6-B LED显示系统和电子回单系统的研发、设计、生产、销售及相应专业服务
002588 史丹利 深市 中小板 2011-06-10 NAN 史丹利农业集团股份有限公司 山东省临沂市临沭县城常林东大街东首 复合肥料的生产、销售。
002589 瑞康医药 深市 中小板 2011-06-10 NAN 瑞康医药股份有限公司 山东省烟台市芝罘区机场路326号 公司以山东省为目标市场
002590 万安科技 深市 中小板 2011-06-10 NAN 浙江万安科技股份有限公司 浙江省诸暨市店口镇工业区中央路188号 汽车底盘控制系统的研发、生产和销售
002591 恒大高新 深市 中小板 2011-06-21 NAN 江西恒大高新技术股份有限公司 江西省南昌市高新区金庐北路88号 长期从事防磨抗蚀新材料的研发、生产、销售以及工业系统设备的防磨、抗蚀、节能等技术工程服务。
002592 八菱科技 深市 中小板 2011-11-11 NAN 南宁八菱科技股份有限公司 广西壮族自治区南宁市高新区工业园区科德路1号 热交换器的研发、生产和销售。
002593 日上集团 深市 中小板 2011-06-28 NAN 厦门日上集团股份有限公司 福建省厦门市集美区杏林杏北路30号 钢制品的设计、研发、生产与销售
002594 比亚迪 深市 中小板 2011-06-30 NAN 比亚迪股份有限公司 广东省深圳市坪山新区比亚迪路3009号 二次充电电池业务、手机部件及组装业务
002595 豪迈科技 深市 中小板 2011-06-28 NAN 山东豪迈机械科技股份有限公司 山东省高密市密水科技工业园豪迈路1号 汽车子午线轮胎模具及轮胎制造设备的生产、销售及相关技术开发
002596 海南瑞泽 深市 中小板 2011-07-07 NAN 海南瑞泽新型建材股份有限公司 海南省三亚市吉阳镇迎宾大道488号 商品混凝土、新型墙体材料与水泥的生产与销售以及园林绿化业务。
002597 金禾实业 深市 中小板 2011-07-07 NAN 安徽金禾实业股份有限公司 安徽省滁州市来安县城东大街127号 精细化工产品和基础化工产品的生产和销售。
002598 山东章鼓 深市 中小板 2011-07-07 NAN 山东省章丘鼓风机股份有限公司 山东省章丘市明水经济开发区世纪大道东首 罗茨鼓风机、离心鼓风机、气力输送成套系统、磨机、渣浆泵等机械产品设计、加工制造、销售、服务。
002599 盛通股份 深市 中小板 2011-07-15 NAN 北京盛通印刷股份有限公司 北京市北京经济技术开发区经海三路18号 全彩出版物综合印刷服务
002600 江粉磁材 深市 中小板 2011-07-15 NAN 广东江粉磁材股份有限公司 广东省江门市龙湾路8号 永磁铁氧体和软磁铁氧体的研发、生产和销售。
002601 龙蟒佰利 深市 中小板 2011-07-15 NAN 龙蟒佰利联集团股份有限公司 河南省焦作市中站区焦克路 从事钛白粉、锆制品和硫酸铝等产品的生产与销售。
002602 世纪华通 深市 中小板 2011-07-28 NAN 浙江世纪华通集团股份有限公司 浙江省绍兴市上虞区曹娥街道人民西路439号 各种汽车用塑料零部件及相关模具的研发、制造和销售。
002603 以岭药业 深市 中小板 2011-07-28 NAN 石家庄以岭药业股份有限公司 河北省石家庄市高新技术产业开发区天山大街238号 药品的研发、生产和销售
002604 龙力生物 深市 中小板 2011-07-28 NAN 山东龙力生物科技股份有限公司 山东省德州市(禹城)国家高新技术产业开发区 以玉米芯、玉米为原料
002605 姚记扑克 深市 中小板 2011-08-05 NAN 上海姚记扑克股份有限公司 上海市嘉定区黄渡镇曹安路4218号 各类扑克牌的设计、生产和销售。
002606 大连电瓷 深市 中小板 2011-08-05 NAN 大连电瓷集团股份有限公司 辽宁省大连市经济技术开发区双D港辽河东路88号 高压输电线路用瓷、复合绝缘子
002607 亚夏汽车 深市 中小板 2011-08-10 NAN 亚夏汽车股份有限公司 安徽省芜湖市鸠江区弋江北路花塘村亚夏汽车城 乘用车整车销售和后市场服务两大领域
002608 江苏国信 深市 中小板 2011-08-10 NAN 江苏国信股份有限公司 南京市玄武区长江路88号16层 远洋支线机动船舶建造;非机动船舶建造。
002609 捷顺科技 深市 中小板 2011-08-15 NAN 深圳市捷顺科技实业股份有限公司 广东省深圳市福田区龙尾路10号捷顺科技 各种出入口控制与管理产品的研发、生产、销售及服务
002610 爱康科技 深市 中小板 2011-08-15 NAN 江苏爱康科技股份有限公司 江苏省张家港市经济开发区金塘路 光伏太阳能配件的研发设计、生产与销售
002611 东方精工 深市 中小板 2011-08-30 NAN 广东东方精工科技股份有限公司 广东省佛山市南海区狮山镇强狮路2号 瓦楞纸箱多色印刷成套设备的研发、设计、生产、销售及服务。
002612 朗姿股份 深市 中小板 2011-08-30 NAN 朗姿股份有限公司 北京市朝阳区西大望路27号大郊亭南街3号院1号楼(朗姿大厦) 品牌女装的设计、生产与销售。
002613 北玻股份 深市 中小板 2011-08-30 NAN 洛阳北方玻璃技术股份有限公司 河南省洛阳市高新区滨河路20号 研制、开发玻璃深加工设备和技术;玻璃及产品的加工、销售。
002614 蒙发利 深市 中小板 2011-09-09 NAN 厦门蒙发利科技(集团)股份有限公司 福建省厦门市思明区前埔路168号(五楼) 各类按摩器具的设计、研发、生产和销售。
002615 哈尔斯 深市 中小板 2011-09-09 NAN 浙江哈尔斯真空器皿股份有限公司 浙江省永康市经济开发区哈尔斯路1号 不锈钢真空保温器皿的研发设计、生产与销售。
002616 长青集团 深市 中小板 2011-09-20 NAN 广东长青(集团)股份有限公司 广东省中山市小榄工业大道南42号 燃气具及配套产品的生产和销售以及生物质发电业务(包括垃圾焚烧发电、秸秆燃烧发电)。
002617 露笑科技 深市 中小板 2011-09-20 NAN 露笑科技股份有限公司 浙江省诸暨市店口镇露笑路38号 电磁线产品的设计、研发、生产及销售。
002618 丹邦科技 深市 中小板 2011-09-20 NAN 深圳丹邦科技股份有限公司 广东省深圳市南山区高新园朗山一路丹邦科技大楼 FPC、COF柔性封装基板及COF产品的研发、生产与销售。
002619 巨龙管业 深市 中小板 2011-09-29 NAN 浙江巨龙管业股份有限公司 浙江省金华市婺城新区临江工业园区(白龙桥镇湖家) 从事混凝土输水管道的研发、生产和销售。
002620 瑞和股份 深市 中小板 2011-09-29 NAN 深圳瑞和建筑装饰股份有限公司 广东省深圳市罗湖区深南东路3027号瑞和大厦 承接酒店、写字楼、大剧院和地铁等公共装饰工程和高档住宅精装修的设计及工程施工。
002621 三垒股份 深市 中小板 2011-09-29 NAN 大连三垒机器股份有限公司 辽宁省大连市高新技术产业园区七贤岭爱贤街33号 塑料管道成套制造装备的研发、设计、生产和销售。
