ID 名字 股市 板块分类 成立日期 下市时间 全名 地址 主要业务 
600880 博瑞传播 沪市 主板 1995-11-15 NAN 成都博瑞传播股份有限公司 四川省成都市锦江区三色路38号博瑞.创意成都大厦A23楼 信息传播服务、报刊发行投递、高科技产品开发、国内贸易、高低压电器开关制造及销售和环保系列产品的研制生产。
600881 亚泰集团 沪市 主板 1995-11-15 NAN 吉林亚泰(集团)股份有限公司 吉林省长春市吉林大路1801号 房地产、水泥、证券、医药、商贸五个行业。
600882 广泽股份 沪市 主板 1995-12-06 NAN 上海广泽食品科技股份有限公司 上海市浦东新区金台路1398号金台大厦 乳制品生产及销售业务
600883 博闻科技 沪市 主板 1995-12-08 NAN 云南博闻科技实业股份有限公司 云南省昆明市官渡区春城路219号东航投资大厦806室 计算机硬件生产、软件开发和网络开发、信息服务;硅酸盐水泥、水泥熟料及其他建材产品的制造、销售。
600884 杉杉股份 沪市 主板 1996-01-30 NAN 宁波杉杉股份有限公司 浙江省宁波市望春工业园区云林中路218号 服装服饰系列产品和锂离子电池负极材料
600885 宏发股份 沪市 主板 1996-02-05 NAN 宏发科技股份有限公司 福建省厦门市集美北部工业区东林路564号 继电器的生产与销售
600886 国投电力 沪市 主板 1996-01-18 NAN 国投电力控股股份有限公司 北京市西城区西直门南小街147号 投资、建设、经营管理电厂
600887 伊利股份 沪市 主板 1996-03-12 NAN 内蒙古伊利实业集团股份有限公司 内蒙古自治区呼和浩特市金山开发区金山大道8号 乳制品制造
600888 新疆众和 沪市 主板 1996-02-15 NAN 新疆众和股份有限公司 新疆维吾尔自治区乌鲁木齐市喀什东路18号 精铝、电子铝箔、腐蚀箔、化成箔电子元器件原料的生产、销售。铝及铝制品的生产、销售。
600889 南京化纤 沪市 主板 1996-03-08 NAN 南京化纤股份有限公司 江苏省南京市六合区瓜埠镇新材料产业园内 粘胶纤维、自来水的生产与销售和房地产开发经营。
600890 中房股份 沪市 主板 1996-03-18 NAN 中房置业股份有限公司 北京市海淀区苏州街18号院长远天地大厦C座二层 房地产开发
600891 秋林集团 沪市 主板 1996-03-25 NAN 哈尔滨秋林集团股份有限公司 黑龙江省哈尔滨市南岗区东大直街319号 零售兼批发百货、食品、副食品、纺织品、节目录像带、五金交电、日杂用品、家具、狩猎用具、工艺美术品、絮棉
600892 大晟文化 沪市 主板 1996-03-15 NAN 大晟时代文化投资股份有限公司 广东省深圳市罗湖区笋岗东路3012号中民时代广场B座2103室 影视文化
600893 航发动力 沪市 主板 1996-04-08 NAN 中国航发动力股份有限公司 陕西省西安市未央区徐家湾 航空发动机(含衍生产品)批量制造、航空发动机零部件外贸转包生产及非航空产品制造。
600894 广日股份 沪市 主板 1996-03-28 NAN 广州广日股份有限公司 广东省广州市天河区珠江新城华利路59号保利大厦东塔13楼 以电梯整机制造、电梯零部件生产以及电梯物流服务为核心的电梯制造相关业务。
600895 张江高科 沪市 主板 1996-04-22 NAN 上海张江高科技园区开发股份有限公司 上海市浦东新区松涛路560号8层 受让地块内的土地开发与土地使用权经营
600896 览海投资 沪市 主板 1996-05-03 NAN 览海医疗产业投资股份有限公司 上海市浦东新区世纪大道201号20楼 医疗健康服务产业
600897 厦门空港 沪市 主板 1996-05-31 NAN 元翔(厦门)国际航空港股份有限公司 福建省厦门市高崎国际机场内厦门国际航空港股份有限公司办公楼 提供民用航空有关设施的服务;
600898 三联商社 沪市 主板 1996-04-18 NAN 三联商社股份有限公司 山东省济南市历下区趵突泉北路12号 家电类、信息类和通讯类商品的销售。
600899 *ST信联 沪市 主板 1996-04-26 2005-09-21 浙江信联股份有限公司 浙江省杭州市上塘路86号 网络建设、开发服务；网络传输软件及设备、材料的开发、销售；网络工程安装、服务；钢材
600900 长江电力 沪市 主板 2003-11-18 NAN 中国长江电力股份有限公司 北京市西城区金融大街19号富凯大厦B座 电力生产、经营和投资。
600908 无锡银行 沪市 主板 2016-09-23 NAN 无锡农村商业银行股份有限公司 江苏省无锡市金融二街9号 包括公司金融业务、个人金融业务、资金业务及其他
600909 华安证券 沪市 主板 2016-12-06 NAN 华安证券股份有限公司 安徽省合肥市政务文化新区天鹅湖路198号财智中心29楼 公司主要从事证券经纪、证券承销保荐、证券自营、证券资产管理以及资本中介等业务
600917 重庆燃气 沪市 主板 2014-09-30 NAN 重庆燃气集团股份有限公司 重庆市江北区鸿恩路7号 城市燃气销售和为用户提供燃气设施设备的安装服务。
600919 江苏银行 沪市 主板 2016-08-02 NAN 江苏银行股份有限公司 江苏省南京市中华路26号 吸收公众存款;发放短期、中期和长期贷款;办理国内结算;办理票据承兑与贴现;发行金融债券;代理发行、代理兑付、承销政府债券;买卖政府债券、金融债券;从事同业拆借;提供信用证服务及担保;代理收付款项及代理保险业务;提供保险箱业务;..经中国银行业监督管理委员会批准的其他业务。
600926 杭州银行 沪市 主板 2016-10-27 NAN 杭州银行股份有限公司 浙江省杭州市下城区庆春路46号 银行业务
600936 广西广电 沪市 主板 2016-08-15 NAN 广西广播电视信息网络股份有限公司 广西壮族自治区广西南宁市高新区科园东五路8号好邦大厦525室 广电网络的建设运营、广播电视节目传输、数据专网业务以及数字电视增值业务的开发与经营。
600939 重庆建工 沪市 主板 2017-02-21 NAN 重庆建工集团股份有限公司 重庆市经开区北区金开大道1596号 房屋建筑工程、基础设施建设与投资及其他相关业务
600958 东方证券 沪市 主板 2015-03-23 NAN 东方证券股份有限公司 上海市黄浦区中山南路318号2号楼13层 21层-23层
600959 江苏有线 沪市 主板 2015-04-28 NAN 江苏省广电有线信息网络股份有限公司 江苏省南京市北京东路4号 主要从事广电网络的建设运营
600960 渤海活塞 沪市 主板 2004-04-07 NAN 山东滨州渤海活塞股份有限公司 山东省滨州市渤海二十一路569号 活塞产品的设计、开发、制造和销售。
600961 株冶集团 沪市 主板 2004-08-30 NAN 株洲冶炼集团股份有限公司 湖南省株洲市石峰区清水塘 锌及锌合金、工业硫酸的生产和销售。
600962 国投中鲁 沪市 主板 2004-06-22 NAN 国投中鲁果汁股份有限公司 北京市西城区阜成门外大街2号万通新世界广场B座21层 浓缩果蔬汁的生产和销售。
600963 岳阳林纸 沪市 主板 2004-05-25 NAN 岳阳林纸股份有限公司 湖南省岳阳市岳阳楼区城陵矶光明路 纸浆、机制纸的制造、销售及对集团公司及其子公司的水、电、汽的供应。属造纸及纸制品行业。
600965 福成股份 沪市 主板 2004-07-13 NAN 河北福成五丰食品股份有限公司 河北省三河市燕郊经济技术开发区华冠大街12号 肉牛的养殖、屠宰加工以及活牛和牛肉产品的销售。
600966 博汇纸业 沪市 主板 2004-06-08 NAN 山东博汇纸业股份有限公司 山东省淄博市桓台县马桥镇工业路北首 文化纸和包装纸板的生产和销售。
600967 内蒙一机 沪市 主板 2004-05-18 NAN 内蒙古第一机械集团股份有限公司 内蒙古自治区包头市青山区民主路 生产、销售铁路车辆、汽车专用车、冶金机械、压力容器、车辆配件。
600969 郴电国际 沪市 主板 2004-04-08 NAN 湖南郴电国际发展股份有限公司 湖南省郴州市青年大道民生路口万国大厦 电力供应。
600970 中材国际 沪市 主板 2005-04-12 NAN 中国中材国际工程股份有限公司 北京市朝阳区望京北路16号中材国际大厦 大中型新型干法水泥生产线的建设
600971 恒源煤电 沪市 主板 2004-08-17 NAN 安徽恒源煤电股份有限公司 安徽省宿州市西昌路157号 煤炭开采、洗选加工、销售业务。
600973 宝胜股份 沪市 主板 2004-08-02 NAN 宝胜科技创新股份有限公司 江苏省扬州市宝应县安宜镇苏中路1号 电线电缆产品的设计、研发、制造与销售。
600975 新五丰 沪市 主板 2004-06-09 NAN 湖南新五丰股份有限公司 湖南省长沙市五一西路2号“第一大道”19 20楼
600976 健民集团 沪市 主板 2004-04-19 NAN 健民药业集团股份有限公司 湖北省武汉市汉阳区鹦鹉大道484号 中成药的研究、制造、开发及经营。
600977 中国电影 沪市 主板 2016-08-09 NAN 中国电影股份有限公司 北京市西城区北展北街7号华远企业号E座 影视制片制作、电影发行、电影放映及影视服务业务
600978 宜华生活 沪市 主板 2004-08-24 NAN 宜华生活科技股份有限公司 广东省汕头市澄海区莲下镇槐东工业区 实木家具、实木地板、实木复合地板等木制品的生产及销售。
600979 广安爱众 沪市 主板 2004-09-06 NAN 四川广安爱众股份有限公司 四川省广安市广安区渠江北路86号 水力发电和电力供应;天然气供应;自来水生产和供应。
600980 北矿科技 沪市 主板 2004-05-12 NAN 北矿科技股份有限公司 北京市丰台区南四环西路188号18区23号楼4层 磁性材料和磁器件的研发、生产和销售、矿山装备业务
600981 汇鸿集团 沪市 主板 2004-06-30 NAN 江苏汇鸿国际集团股份有限公司 江苏省南京市白下路91号 纺织品及服装的进出口业务。
600982 宁波热电 沪市 主板 2004-07-06 NAN 宁波热电股份有限公司 浙江省宁波市江东区昌乐路187号发展大厦B座7F 热电联产。
600983 惠而浦 沪市 主板 2004-07-27 NAN 惠而浦(中国)股份有限公司 安徽省合肥市高新技术产业开发区北区L-2号 智能模糊全自动洗衣机和超级簇射波微波炉的生产和销售。
600984 建设机械 沪市 主板 2004-07-07 NAN 陕西建设机械股份有限公司 陕西省西安市金花北路418号 建设机械成套设备、筑路机械成套设备、金属结构产品及相关配件的生产、销售。
600985 雷鸣科化 沪市 主板 2004-04-28 NAN 安徽雷鸣科化股份有限公司 安徽省淮北市东山路148号 民爆器材及其包装材料、设备、原材料
600986 科达股份 沪市 主板 2004-04-26 NAN 科达集团股份有限公司 山东省东营市府前大街65号“财富中心”大厦19层 公路、市政工程施工业务和激光头来料加工业务
600987 航民股份 沪市 主板 2004-08-09 NAN 浙江航民股份有限公司 浙江省杭州市萧山区瓜沥镇航民村 印染、纺织及相关原辅材料的生产和销售;热电联产的生产和销售。
600988 赤峰黄金 沪市 主板 2004-04-14 NAN 赤峰吉隆黄金矿业股份有限公司 内蒙古自治区赤峰市新城玉龙大街金帝大厦B座1区 黄金矿产品销售;对采矿业的投资与管理。
600990 四创电子 沪市 主板 2004-05-10 NAN 安徽四创电子股份有限公司 安徽省合肥市高新技术产业开发区香樟大道199号 雷达整机及其配套产品、无线通信设备产品的研制、生产和销售。
600991 广汽长丰 沪市 主板 2004-06-14 2012-03-20 广汽长丰汽车股份有限公司 湖南省长沙市经济技术开发区漓湘中路15号广汽长丰办公楼 汽车及其零部件制造、销售；提供与上述产品有关的技术咨询服务。
600992 贵绳股份 沪市 主板 2004-05-14 NAN 贵州钢绳股份有限公司 贵州省遵义市桃溪路47号 钢丝、钢绳产品及相关设备、材料、技术的研究、生产、加工、销售及进出口业务;。
600993 马应龙 沪市 主板 2004-05-17 NAN 马应龙药业集团股份有限公司 湖北省武汉市武昌南湖周家湾100号 中西药制造。
600995 文山电力 沪市 主板 2004-06-15 NAN 云南文山电力股份有限公司 云南省文山市凤凰路29号 水力发电、供电和配电。
600996 贵广网络 沪市 主板 2016-12-26 NAN 贵州省广播电视信息网络股份有限公司 贵州省贵阳市观山湖区金阳南路36号 广播电视节目收视服务、数字电视增值业务的开发与经营、数据业务、有线电视相关工程及安装、节目传输等
600997 开滦股份 沪市 主板 2004-06-02 NAN 开滦能源化工股份有限公司 河北省唐山市新华东道70号东楼 煤炭及伴生资源开采;原煤洗选加工;煤炭产品经营销售;炼焦及其产品的生产、销售;煤化工产品的制造和销售。
600998 九州通 沪市 主板 2010-11-02 NAN 九州通医药集团股份有限公司 湖北省武汉市汉阳区龙阳大道特8号 药品、医疗器械等产品的批发、零售连锁及药品生产和研发以及有关增值服务业务。
600999 招商证券 沪市 主板 2009-11-17 NAN 招商证券股份有限公司 广东省深圳市福田区益田路江苏大厦A座38至45层 证券经纪;证券投资咨询;与证券交易、证券投资活动有关的财务顾问;证券承销与保荐;证券自营;证券资产管理;证券投资基金代销;为期货公司提供中间介绍业务。
601000 唐山港 沪市 主板 2010-07-05 NAN 唐山港集团股份有限公司 河北省唐山市海港经济开发区唐山港大厦 主要服务是港口装卸、运输、堆存仓储等物流业务。公司经营的优势装卸货种是散/件杂货
601001 大同煤业 沪市 主板 2006-06-23 NAN 大同煤业股份有限公司 山西省大同市矿区新平旺大同矿务局办公楼 煤炭采掘、洗选加工、销售。
601002 晋亿实业 沪市 主板 2007-01-26 NAN 晋亿实业股份有限公司 浙江省嘉兴市嘉善经济开发区晋亿大道8号 主要业务是各类紧固件产成品、中间产品的研发、生产和销售。
601003 柳钢股份 沪市 主板 2007-02-27 NAN 柳州钢铁股份有限公司 广西壮族自治区柳州市北雀路117号 烧结、炼铁、炼钢及其副产品的销售
601005 *ST重钢 沪市 主板 2007-02-28 NAN 重庆钢铁股份有限公司 重庆市长寿经开区钢城大道1号 生产、销售中厚钢板、型材、线材、棒材、钢坯、冷轧板以及焦化副产品、炼铁副产品等。
601006 大秦铁路 沪市 主板 2006-08-01 NAN 大秦铁路股份有限公司 山西省太原市建设北路202号 主要开展以煤炭运输为主的货运业务。
601007 金陵饭店 沪市 主板 2007-04-06 NAN 金陵饭店股份有限公司 江苏省南京市汉中路2号金陵饭店4层 酒店经营
601008 连云港 沪市 主板 2007-04-26 NAN 江苏连云港港口股份有限公司 江苏省连云港市连云区中华路18号港口大厦22-23层 主要从事港区内货物装卸、仓储管理等
601009 南京银行 沪市 主板 2007-07-19 NAN 南京银行股份有限公司 江苏省南京市玄武区中山路288号 商业银行业务是本行的核心业务
601010 文峰股份 沪市 主板 2011-06-03 NAN 文峰大世界连锁发展股份有限公司 江苏省南通市青年中路59号 百货、超市、电器销售专业店的连锁经营。
601011 宝泰隆 沪市 主板 2011-03-09 NAN 宝泰隆新材料股份有限公司 黑龙江省七台河市桃山区景丰路117号宝泰隆矿业大厦5层 焦炭及其他焦化产品、甲醇的生产和销售。
601012 隆基股份 沪市 主板 2012-04-11 NAN 隆基绿能科技股份有限公司 陕西省西安市西安经济技术开发区尚稷路8989号西安服务外包产业园创新孵化中心B座 单晶硅棒、硅片的研发、生产、销售。主要产品包括6英寸、6.5英寸、8英寸的单晶硅棒、单晶硅片。
601015 陕西黑猫 沪市 主板 2014-11-05 NAN 陕西黑猫焦化股份有限公司 陕西省韩城市煤化工业园 焦炭、煤焦油、粗苯、甲醇、合成氨、LNG等产品的生产与销售
601016 节能风电 沪市 主板 2014-09-29 NAN 中节能风力发电股份有限公司 北京市海淀区西直门北大街42号节能大厦A座11层 12层
601018 宁波港 沪市 主板 2010-09-28 NAN 宁波舟山港股份有限公司 浙江省宁波市江东区宁东路269号宁波环球航运广场第1-4层(除2-2) 第40-46层
601020 华钰矿业 沪市 主板 2016-03-16 NAN 西藏华钰矿业股份有限公司 西藏自治区拉萨市经济技术开发区格桑路华钰大厦 主要从事有色金属采矿、选矿、地质勘查及贸易业务
601021 春秋航空 沪市 主板 2015-01-21 NAN 春秋航空股份有限公司 上海市虹桥机场空港一路528号航友宾馆 国内、国际及港澳航空客货运输业务及与航空运输业务相关的服务。
601028 玉龙股份 沪市 主板 2011-11-07 NAN 江苏玉龙钢管股份有限公司 江苏省无锡市玉祁镇玉龙路15号 焊接钢管的生产、销售
601038 一拖股份 沪市 主板 2012-08-08 NAN 第一拖拉机股份有限公司 河南省洛阳市建设路154号 制造、销售农业机械和动力机械
601058 赛轮金宇 沪市 主板 2011-06-30 NAN 赛轮金宇集团股份有限公司 山东省青岛市四方区郑州路43号橡胶谷B栋 全钢载重子午胎、半钢子午胎和工程子午胎的研发、制造和销售
601069 西部黄金 沪市 主板 2015-01-22 NAN 西部黄金股份有限公司 新疆维吾尔自治区乌鲁木齐市经济技术开发区融合南路501号 黄金采选及冶炼
601088 中国神华 沪市 主板 2007-10-09 NAN 中国神华能源股份有限公司 北京市东城区安定门西滨河路22号 在中国从事煤炭生产及销售、发电及售电和提供运输服务。主要业务为煤炭生产、销售
601098 中南传媒 沪市 主板 2010-10-28 NAN 中南出版传媒集团股份有限公司 湖南省长沙市开福区营盘东路38号 出版物出版、发行、报纸与新媒体经营、印刷、印刷物资销售。
601099 太平洋 沪市 主板 2007-12-28 NAN 太平洋证券股份有限公司 云南省昆明市青年路389号志远大厦18层 证券承销和上市推荐、证券自营买卖、证券代理买卖等业务。
601100 恒立液压 沪市 主板 2011-10-28 NAN 江苏恒立液压股份有限公司 江苏省常州市武进区高新技术产业开发区龙潜路99号 高压油缸的研发、生产和销售。
601101 昊华能源 沪市 主板 2010-03-31 NAN 北京昊华能源股份有限公司 北京市门头沟区新桥南大街2号 主营煤炭生产、销售及贸易业务。
601106 *ST一重 沪市 主板 2010-02-09 NAN 中国第一重型机械股份公司 黑龙江省齐齐哈尔市富拉尔基区红宝石办事处厂前路9号 重型机械及成套设备、金属制品的设计、制造、安装、修理;金属冶炼及加工;金属材料的销售;工业气体制造及销售;冶金工程设计;技术咨询服务;承包境外成套工程及境内国际招标工程;进出口业务。
601107 四川成渝 沪市 主板 2009-07-27 NAN 四川成渝高速公路股份有限公司 四川省成都市武侯祠大街252号 高速公路的运营管理和投资建设。
601111 中国国航 沪市 主板 2006-08-18 NAN 中国国际航空股份有限公司 北京市天竺空港经济开发区天柱路30号 提供航空客运、航空货运及航空相关服务。
601113 华鼎股份 沪市 主板 2011-05-09 NAN 义乌华鼎锦纶股份有限公司 浙江省义乌市北苑街道雪峰西路751号 民用锦纶长丝的研发、制造和销售。
601116 三江购物 沪市 主板 2011-03-02 NAN 三江购物俱乐部股份有限公司 浙江省宁波市海曙区环城西路北段197号 社区平价超市的连锁经营。
601117 中国化学 沪市 主板 2010-01-07 NAN 中国化学工程股份有限公司 北京市东城区东直门内大街2号中国化学大厦 工程承包;勘察、设计及服务;其他业务。
601118 海南橡胶 沪市 主板 2011-01-07 NAN 海南天然橡胶产业集团股份有限公司 海南省海口市滨海大道103号财富广场四层 天然橡胶的种植、加工、科研和销售等相关业务。
601126 四方股份 沪市 主板 2010-12-31 NAN 北京四方继保自动化股份有限公司 北京市海淀区上地信息产业基地四街9号 继电保护、电网自动化及发电厂自动化产品的研发、生产、销售和技术服务。
601127 小康股份 沪市 主板 2016-06-15 NAN 重庆小康工业集团股份有限公司 重庆市沙坪坝区井口工业园区小康工业综合办公楼 为汽车整车及其发动机、零部件的研发、生产、销售和服务。
601128 常熟银行 沪市 主板 2016-09-30 NAN 江苏常熟农村商业银行股份有限公司 江苏省常熟市新世纪大道58号 吸收公众存款;发放短期、中期和长期借款;办理国内结算;办理票据承兑与贴现;代理发行、代理兑付、承销政府债券;买卖政府债券、金融债券;从事同业拆借;从事银行卡借记卡业务;代理收付款项及代理保险业务;提供保管箱服务;经银行业监督管理机构批准的其他业务。
601137 博威合金 沪市 主板 2011-01-27 NAN 宁波博威合金材料股份有限公司 浙江省宁波市鄞州区云龙镇太平桥 专业从事有色金属合金棒、线材料的研究、开发、生产和销售。
601139 深圳燃气 沪市 主板 2009-12-25 NAN 深圳市燃气集团股份有限公司 广东省深圳市福田区梅坳一路268号 石油气批发、瓶装石油气、管道燃气及其他。
601155 新城控股 沪市 主板 2015-12-04 NAN 新城控股集团股份有限公司 上海市普陀区中江路388弄6号新城控股大厦A座17楼 房地产开发与销售
601158 重庆水务 沪市 主板 2010-03-29 NAN 重庆水务集团股份有限公司 重庆市渝中区龙家湾1号 自来水销售、污水处理服务
601163 三角轮胎 沪市 主板 2016-09-09 NAN 三角轮胎股份有限公司 山东省威海市青岛中路56号 公司主要从事各种轮胎的研发、制造和销售
601166 兴业银行 沪市 主板 2007-02-05 NAN 兴业银行股份有限公司 福建省福州市湖东路154号 公司业务、同业业务、资金业务、零售业务四大类。
601168 西部矿业 沪市 主板 2007-07-12 NAN 西部矿业股份有限公司 青海省西宁市五四大街52号 从事铅、锌、铜等矿产的探矿、采矿、选矿、冶炼、加工及其产品的营销。
601169 北京银行 沪市 主板 2007-09-19 NAN 北京银行股份有限公司 北京市西城区金融大街丙17号北京银行大厦 1.公司银行业务;2.个人银行业务;3.资金业务。
601177 杭齿前进 沪市 主板 2010-10-11 NAN 杭州前进齿轮箱集团股份有限公司 浙江省杭州市萧山区萧金路45号 各类齿轮传动装置、粉末冶金制品和大型精密齿轮的设计、制造和销售
601179 中国西电 沪市 主板 2010-01-28 NAN 中国西电电气股份有限公司 陕西省西安市高新区唐兴路7号A座 主要从事输配电和控制设备及相关电器机械和器材、机械电子一体化产品、电子通信设备、普通机械的研究、设计、制造、销售及相关技术研究、服务;经营本公司自产产品的出口业务和本公司所需机械设备、零配件、原辅材料的进口业务
601186 中国铁建 沪市 主板 2008-03-10 NAN 中国铁建股份有限公司 北京市海淀区复兴路40号东院 工程承包、勘察设计咨询、工业制造、房地产开发、资本运营和物流。
601188 龙江交通 沪市 主板 2010-03-19 NAN 黑龙江交通发展股份有限公司 黑龙江省哈尔滨市道里区群力第五大道1688号 本公司主营业务为投资、开发、建设和经营管理收费公路
601198 东兴证券 沪市 主板 2015-02-26 NAN 东兴证券股份有限公司 北京市西城区金融大街5号(新盛大厦)12 15层
601199 江南水务 沪市 主板 2011-03-17 NAN 江苏江南水务股份有限公司 江苏省江阴市延陵路224号 江苏省江阴市滨江扬子江路66号
601200 上海环境 沪市 主板 2017-03-31 NAN 上海环境集团股份有限公司 中国(上海)自由贸易试验区浦东南路1525号5、6楼 固体废弃物处置、城市污水处理等环境市政项目投资、建设与运营
601206 海尔施 沪市 主板  NAN 海尔施生物医药股份有限公司 浙江省宁波市小港街道前进村半港河西159号 体外诊断产品的经营及药品的研发、生产和销售。
601208 东材科技 沪市 主板 2011-05-20 NAN 四川东材科技集团股份有限公司 四川省绵阳市游仙区三星路188号 绝缘材料、功能高分子材料和相关精细化工产品的研发、制造和销售
601211 国泰君安 沪市 主板 2015-06-26 NAN 国泰君安证券股份有限公司 上海市浦东新区银城中路168号 证券经纪;证券自营;证券承销与保荐;证券投资咨询;与证券交易、证券投资活动有关的财务顾问;融资融券业务;证券投资基金代销;代销金融产品业务;为期货公司提供中间介绍业务;股票期权做市业务;中国证监会批准的其他业务。
601212 白银有色 沪市 主板 2017-02-15 NAN 白银有色集团股份有限公司 甘肃省白银市白银区友好路96号 铜、铅、锌、金、银等多种有色金属的采选、冶炼、加工及贸易，业务覆盖有色金属全产业链。
601216 君正集团 沪市 主板 2011-02-22 NAN 内蒙古君正能源化工集团股份有限公司 内蒙古自治区乌海市乌达工业园区 本公司(包括子公司)主营产品包括电力、电石、硅铁、聚氯乙烯树脂(简称“PVC”)、烧碱等。自设立以来
601218 吉鑫科技 沪市 主板 2011-05-06 NAN 江苏吉鑫风能科技股份有限公司 江苏省江阴市云亭街道工业园区那巷路8号 从事大型风力发电机组零部件的研发、生产及销售。
601222 林洋能源 沪市 主板 2011-08-08 NAN 江苏林洋能源股份有限公司 江苏省启东市经济开发区林洋路666号 电子式电能表、用电信息管理系统及终端产品和其他电工仪器仪表产品的研发、生产和销售。
601225 陕西煤业 沪市 主板 2014-01-28 NAN 陕西煤业股份有限公司 陕西省西安市高新区锦业一路2号 煤炭生产、销售和运输等业务
601226 华电重工 沪市 主板 2014-12-11 NAN 华电重工股份有限公司 北京市丰台区汽车博物馆东路华电发展大厦B座 电力、石化、市政、港口、冶金、矿山、工业建筑等大型钢结构产品、抓斗卸船机、斗轮堆取料机、管状带式输送机
601228 广州港 沪市 主板 2017-03-29 NAN 广州港股份有限公司 广东省广州市南沙区龙穴大道南9号603房（仅限办公用途） 集装箱、煤炭、粮食、钢材、汽车、金属矿石、油品等货物的装卸及物流等业务
601229 上海银行 沪市 主板 2016-11-16 NAN 上海银行股份有限公司 上海市浦东新区银城中路168号 公司金融业务、零售金融业务和资金业务等
601231 环旭电子 沪市 主板 2012-02-20 NAN 环旭电子股份有限公司 上海市张江高科技园区集成电路产业区张东路1558号 为国内外的品牌厂商提供通讯类、电脑及存储类、消费电子类、工业类及其他类(以车用电子为主)等五大类电子产品的开发设计、物料采购、生产制造、物流、维修等专业服务。
601233 桐昆股份 沪市 主板 2011-05-18 NAN 桐昆集团股份有限公司 浙江省桐乡市经济开发区光明路199号 民用涤纶长丝的研发、生产和销售。
601238 广汽集团 沪市 主板 2012-03-29 NAN 广州汽车集团股份有限公司 广东省广州市天河区珠江新城兴国路23号广汽中心 汽车及配套产品的研发、制造、销售和相关服务
601258 庞大集团 沪市 主板 2011-04-28 NAN 庞大汽贸集团股份有限公司 北京市朝阳区五环外王四营乡黄厂路甲3号庞大双龙培训中心四楼 汽车经销及维修养护。
601268 *ST二重 沪市 主板 2010-02-02 2015-05-21 二重集团(德阳)重型装备股份有限公司 四川省德阳市珠江西路460号 普通机械及成套设备，金属制品设计、制造、安装、修理；冶炼加工；计算机软硬件产品开发、销售；多媒体数字软硬件产品开发、销售；技术咨询服务；金属材料销售；计算机系统集成；计算机网络设计、安装、调试；氧、氮、氩气体产品生产、销售；工程勘察设计；进出口贸易；管道安装(必须取得相关行政许可证后，方可开展生产经营活动)。(以上经营范围国家限制禁止经营除外，应取得行政许可的，必须取得相关行政许可后，按照许可事项开展生产经营活动)。
601288 农业银行 沪市 主板 2010-07-15 NAN 中国农业银行股份有限公司 北京市东城区建国门内大街69号 吸收公众存款;发放短期、中期和长期贷款;办理国内外结算;办理票据承兑与贴现;发行金融债券;代理发行、代理兑付、承销政府债券;买卖政府债券、金融债券;从事同业拆借;买卖、代理买卖外汇;从事银行卡业务;提供信用证服务及担保;代理收付款项业务;提供保管箱服务;经营结汇、售汇业务;经国务院银行业监督管理机构批准的其他业务及境外机构所在有关监管机构所批准经营的业务。
601299 中国北车 沪市 主板 2009-12-29 2015-05-20 中国北车股份有限公司 北京市丰台区芳城园一区15号楼 铁路机车车辆(含动车组)、城市轨道车辆、工程机械、机电设备、电子设备及相关部件等产品的研发、设计、制造、维修及服务和相关产品销售、技术服务及设备租赁业务；进出口业务；与以上业务相关的实业投资；资产管理；信息咨询业务。
601311 骆驼股份 沪市 主板 2011-06-02 NAN 骆驼集团股份有限公司 湖北省襄阳市樊城区汉江北路65号 从事蓄电池的制造和销售
601313 江南嘉捷 沪市 主板 2012-01-16 NAN 江南嘉捷电梯股份有限公司 江苏省苏州市工业园区唯新路28号 电梯、自动扶梯、自动人行道等产品的研发、生产和销售及相关产品的安装、改造和维修。
601318 中国平安 沪市 主板 2007-03-01 NAN 中国平安保险(集团)股份有限公司 广东省深圳市福田中心区福华三路星河发展中心办公十五至十八楼 以保险业务为核心
601328 交通银行 沪市 主板 2007-05-15 NAN 交通银行股份有限公司 上海市浦东新区银城中路188号 企业银行业务、零售银行业务和资金业务。
601333 广深铁路 沪市 主板 2006-12-22 NAN 广深铁路股份有限公司 广东省深圳市罗湖区和平路1052号 经营广州至深圳间各铁路车站的客、货运输业务
601336 新华保险 沪市 主板 2011-12-16 NAN 新华人寿保险股份有限公司 北京市朝阳区建国门外大街甲12号新华保险大厦 人寿保险业务。
601339 百隆东方 沪市 主板 2012-06-12 NAN 百隆东方股份有限公司 浙江省宁波市鄞州区甬江大道188号宁波财富中心8楼 色纺纱的研发、生产和销售。
601366 利群股份 沪市 主板 2017-04-12 NAN 青岛利群百货集团股份有限公司 山东省青岛经济技术开发区香江路78号 公司自设立以来，一直从事以百货、超市和电器为核心主业的零售连锁业务，和以城市物流中心为辅的品牌代理和商业物流业务。
601368 绿城水务 沪市 主板 2015-06-12 NAN 广西绿城水务股份有限公司 广西壮族自治区南宁市江南区体育路4号 自来水生产供应及污水处理业务
601369 陕鼓动力 沪市 主板 2010-04-28 NAN 西安陕鼓动力股份有限公司 陕西省西安市高新区沣惠南路8号 透平压缩机组、工业流程能量回收装置和透平鼓风机组等各种透平机械及系统的开发、制造、成套销售和服务。
601375 中原证券 沪市 主板 2017-01-03 NAN 中原证券股份有限公司 河南省郑州市郑东新区商务外环路10号 证券经纪；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券承销与保荐；证券自营；证券资产管理；证券投资基金代销；为期货公司提供中间介绍业务；融资融券业务；代销金融产品业务。
